image_path,crop,disease,label
datasets\Tomato_Healthy\45b3e6ad-f79c-4132-9bb5-9e9d26cbdfce___RS_HL 9908.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\0f223bbc-d2b4-4d58-8314-359d92d0102b___RS_Early.B 8052.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\5dbc2db5-5bb2-4a3c-9a90-d2228c1462f8___RS_HL 9770.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\032aa7c4-0a95-4f09-b0bb-1242f4f32d82___NREC_B.Spot 1889.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\0c6f6805-490e-438c-b9cd-3fd7ee29f31b___NREC_B.Spot 9123.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\0f72db9c-d635-4415-9781-68937328aed2___NREC_B.Spot 9188.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\1d1221b5-1a59-43bb-a616-8f7a404785b6___RS_HL 0451.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\8289c053-a0c4-4740-9fd8-fd316b6f5688___JR_B.Spot 3299.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\acc5fb41-7b03-44c2-8167-47346b97791a___RS_Erly.B 8320.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\4946ed4e-9003-485c-830f-1ef42bf78185___RS_HL 0191.JPG,tomato,healthy,0
datasets\Tomato_Healthy\64796c19-d026-48ed-b433-0be64b859a7c___RS_HL 9892.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\41fed9b9-d409-4b56-a9d6-3e98f31a4e3a___JR_B.Spot 3275.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\948bc0e0-8552-426a-898f-270b9573c28f___NREC_B.Spot 9062.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\3b5f6152-09c6-4458-8e7a-fb0b1ff43ee8___JR_HL 5851.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\0cd2270f-87f8-45b5-a4af-19fa34b2acaa___RS_Erly.B 9567.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\dae7bb76-d1f1-4f3e-8a07-143990c11ea1___JR_HL 8555.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\a88f92fc-0522-4568-a9d7-850eb67c2602___NREC_B.Spot 9109.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\a3b07765-0a85-4d9e-937d-c5464c30d0d8___JR_HL 8535.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\3dab5935-91ca-489d-b4f4-127300fc527e___RS_Erly.B 6342.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8934ec44-9624-4e9e-af58-29ec2f1d88a7___GH_HL Leaf 494.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\0efaac13-1988-48db-aec3-f31df3045b95___RS_Erly.B 8342.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\ab10eb3c-cf6e-49bf-a220-2a7d3ffdb717___NREC_B.Spot 1961.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\65a980aa-10ce-481d-bf3d-bded4601422f___JR_HL 8412.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\58e3b37c-5192-4a03-9f8a-da00330c529a___NREC_B.Spot 9237.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\fb02614c-dcbd-4e7d-9ec6-ab3c5bf267ad___JR_HL 7626.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\0920bfd6-6c70-432b-be33-cccb6abb0f31___GH_HL Leaf 181.1.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\ecb3abf1-f826-4c7a-9ee6-e4f112a6cb9f___JR_B.Spot 3154.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\2b0eaba8-5c38-4eb2-8629-7b967cfd2b20___JR_HL 8062.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\9407ce87-44ce-4c7f-89ae-1e497b44ae30___RS_Erly.B 9381.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\937f93b6-2ecd-4129-9995-e0473d498335___NREC_B.Spot 9045.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\77d77a2e-d24f-42d4-8d37-f36e6571b4f3___JR_HL 8632.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\94a7acd4-cd80-4d84-a837-0702cb946d52___JR_HL 8795.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\98f8fdef-3368-4261-a974-8bdb5103ff51___JR_HL 8065.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\e1c5cd9c-d181-42b8-95cc-e45538f21d12___NREC_B.Spot 1864.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\f41608e8-d125-4af9-b9d4-4ef1c97ceb88___JR_HL 7672.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\3d6a3d51-8a9f-42ff-b4bf-299778c3e0a8___JR_B.Spot 3184.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\1480b935-0081-4052-a7e8-09ef0040d9b5___GH_HL Leaf 338.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\ab24c144-5ee4-4f56-b67c-1fc25475dfe0___JR_HL 8173.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\df70c605-70e2-4850-862a-a9d13d7e14f2___NREC_B.Spot 9137.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\7e0a7a50-371a-40f5-9d0a-4402c4ab6e93___JR_HL 7936.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\289972f1-4f80-432d-8f44-39c16ea787c3___RS_Erly.B 7542.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\c242dc1e-a2ab-4b51-8a81-0e6e1c8df833___JR_HL 7629.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\436f658c-5e47-4d2b-9a8e-2509c6d88ad1___GH_HL Leaf 376.JPG,tomato,healthy,0
datasets\Tomato_Healthy\5733d6bf-494a-4da8-a15f-5903f4f05807___RS_HL 0259.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\1de17623-e625-4a3a-91e8-64973e6d09fd___RS_Erly.B 9577.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\4c664b0a-9ee7-48c2-aaf4-d54e34f5edd3___JR_B.Spot 9060.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\d21b4b16-a871-4df5-95f0-f3ae890401c0___JR_HL 5893.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\2d9f1bf4-6409-488c-8992-92b2909822bd___JR_B.Spot 3342.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\e63371a7-2fb1-4446-9fb2-6d679485d2b0___RS_Erly.B 8415.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\81314c2b-1def-41c8-a6b4-1cd37d1e482a___RS_HL 0175.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\c4ce3fe2-def6-4098-96a5-0781ed4332e6___NREC_B.Spot 9165.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\c0d5ef8e-25fa-4001-85f4-c8b73c9737dd___NREC_B.Spot 9181.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\84a2db83-35aa-48cb-8d75-d8f9e3a5c0b3___JR_HL 8361.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\77025edb-ef4e-4a72-a8d8-f4c12d43d91c___NREC_B.Spot 9083.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\21243b10-533b-4f8d-9ded-2cdff9a223b7___JR_HL 8232.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\ecce81e3-9bcc-4bec-9adf-81e9f96cf953___JR_HL 8216.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\4a5268b4-1614-4ea5-b973-72126fbfd7f2___JR_HL 8102.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\ea08bf85-06df-41d8-8b09-29feb53cdccf___RS_Erly.B 7486.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\16927ddc-fc87-4ff2-b450-1edc2b4c6191___RS_HL 0051.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\044c3abc-0bc9-45fb-8fd5-094aeb605f90___RS_Early.B 8044.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\0576dd21-3958-46a5-ab99-f9865371bd1a___NREC_B.Spot 1957.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\6485f47f-79cf-455f-9d6c-dbb04ddb580f___RS_Erly.B 7576.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\b6220cf3-e18d-4303-a7ed-cf60570bed93___JR_HL 5814.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\8ac21e2c-f953-4e96-8d43-e82dae24017e___RS_Erly.B 7459.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\79ceff7d-4092-419c-b7c1-340ae2dc0605___RS_HL 0225.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\6c859178-38ef-450e-8e93-c357957f5608___NREC_B.Spot 9061.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\7b32caa4-0d67-4b84-a1bf-cf9dffd7ffe5___RS_Erly.B 6405.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\0a47f32c-1724-4c8d-bfe4-986cedd3587b___RS_Early.B 8001.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\9ca76941-11cf-4c52-a63f-6f2b8bc0e5a6___JR_B.Spot 8842.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\a029b826-1974-448d-b4f5-6a2edb66f0a3___JR_HL 7792.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\27ed6a35-3fb7-4d57-9cb4-b368c1f4f6eb___RS_HL 9665.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\07d777f8-2c5a-48da-935e-f17c572b1e6e___RS_Early.B 7880.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\7a255c73-1a41-47f8-8705-dee13a9a5827___RS_Erly.B 9399.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\b857a91a-c6e2-4d47-a025-5a5c3254e0a2___RS_Erly.B 7662.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\f870ea24-aac9-41cd-92a3-72f87d395c33___RS_Erly.B 7598.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\47fbd17d-c078-4465-8816-c675abd9c850___JR_B.Spot 3185.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\476e6aa3-ad1e-4f86-abea-c37dfb3f8df9___RS_HL 0522.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\6103f8b9-13cd-4a76-a501-33ebe9d24427___JR_B.Spot 8936.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\c0f919fb-1cbb-47e6-9308-87796ab6acac___JR_HL 8734.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\ca7035fa-f55d-49c7-9d89-3d513c8e35b1___RS_Erly.B 7556.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\5f1f95af-30a1-4ae7-866b-ac6ef015eb4c___JR_HL 8328.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\2179421c-3ce3-4581-8b65-17da6fffd3db___RS_Erly.B 7730.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\006adb74-934f-448f-a14f-62181742127b___JR_B.Spot 3395.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\e8fc71b3-6ab8-4ca7-93c8-89fdc03ec004___JR_B.Spot 8990.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\8a4dc6f9-2f54-4bdd-957f-d9fb709e1b26___GH_HL Leaf 302.1.JPG,tomato,healthy,0
datasets\Tomato_Healthy\77919a16-c47c-46ca-857b-8cfb67139857___RS_HL 9695.JPG,tomato,healthy,0
datasets\Tomato_Healthy\6fc5b781-6757-459f-af96-09a67dbcb2bc___RS_HL 0607.JPG,tomato,healthy,0
datasets\Tomato_Healthy\55d65bad-6553-42a7-916d-6276b3da83b2___RS_HL 0459.JPG,tomato,healthy,0
datasets\Tomato_Healthy\9721c76f-52cc-4a63-a465-4cc32974806c___GH_HL Leaf 431.1.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\c0970a6a-0a3c-4582-99c1-1c2bf433b253___JR_HL 8757.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\26f15c9c-5cbf-49c8-ac4e-c5b15d03e319___RS_Early.B 9022.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\ccbb9ddc-2afa-4dc9-995a-1ed4167747a1___JR_B.Spot 3328.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\b5d5a42e-5d4f-4429-8923-aee42e0a0c5d___NREC_B.Spot 9189.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\4d007f46-814a-4cec-93d4-0be4b32a9ed6___RS_Erly.B 6495.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\b41827b5-6a07-4752-84fc-68a76316185f___JR_HL 8383.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\6fa01a78-0d8d-4ecf-b90f-4dbc2e89f2d9___RS_HL 0220.JPG,tomato,healthy,0
datasets\Tomato_Healthy\2d02a0d6-0734-4ac7-957f-44f2a011fdc3___RS_HL 0375.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\1091d6d7-6767-4643-897e-3637df768172___JR_HL 8111.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\47b93075-4991-4f6a-8510-5fe75a73567f___RS_HL 9719.JPG,tomato,healthy,0
datasets\Tomato_Healthy\73bfef3d-ba16-4d1d-9aac-71b771e9c9b6___RS_HL 9777.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\30e6be40-743f-49c1-a736-e279d53ffdd7___RS_Erly.B 7862.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\34a5aaa7-f50f-4b19-8a92-78ad697f6865___GH_HL Leaf 407.1.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\8ea79527-9b03-44c1-a686-db2ab4b87623___JR_B.Spot 3335.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\450a7466-982f-4954-8649-84c4a6ab98dd___RS_HL 0414.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\0f4823db-878f-4d55-8d0f-ef011243dfda___JR_HL 8436.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9d74f9ff-7c49-4210-93f8-99b2be15aaad___JR_HL 8366.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\3a54f866-42a6-4ad8-8752-97c62aa1bc18___RS_Erly.B 6485.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\784b04db-e95c-4afb-b451-1b6837d0d90e___RS_HL 0059.JPG,tomato,healthy,0
datasets\Tomato_Healthy\9dc940f8-cd79-4341-95ef-f845583d9dff___RS_HL 9751.JPG,tomato,healthy,0
datasets\Tomato_Healthy\6c5ad7e4-a826-40af-abf9-0a9e6346e656___RS_HL 0196.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\c03b9066-4feb-42f2-afa5-05918d7de56e___JR_HL 8167.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\6dde71bb-a416-41eb-a629-7b4541e85cfc___RS_HL 9734.JPG,tomato,healthy,0
datasets\Tomato_Healthy\3f12b950-bfdc-4670-adad-b32588dde9a3___RS_HL 9666.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\080b107a-192f-40ce-8942-d8ccca8dfc52___NREC_B.Spot 1872.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\424c3315-6c08-4ab3-89da-d8456bc2050b___GH_HL Leaf 443.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\ac622215-8fc3-4ee8-82d5-f07620016c84___JR_HL 8424.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\0fdb66e8-b17d-42c2-bc6d-30dcfab8fcae___JR_B.Spot 9058.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\82a4db4b-9693-4c90-8ca5-cd8e0bd98601___JR_HL 5918.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\53572873-8205-48a9-81c0-6a60022c76ce___JR_HL 8550.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9bdb797d-83c7-4b43-a148-745885d5ae2b___JR_HL 8153.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\1a38f06b-da2a-4c57-bef1-a73254896403___RS_Early.B 9178.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\7853cc96-2ac8-479e-83f5-353b88a351a2___GH_HL Leaf 514.3.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\1af20ff8-980d-4912-b337-804b09667de3___RS_Early.B 7392.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\0e39c18a-9e04-4f6b-b557-dc0e944d22e5___RS_Erly.B 9501.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\9029703b-db1b-4227-bd29-ab05cc53b7ba___NREC_B.Spot 1802.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\9b668abb-fc96-412e-948f-442af45ec580___RS_HL 9972.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\392c5f68-3ee5-4b61-90e9-afa16375beb8___RS_Early.B 8047.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\cfdcaf03-185a-4d36-9bd6-3256171b7c75___JR_HL 7667.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9fc9ea86-e97f-4b96-8838-6e614196b2f6___JR_HL 8054.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\7d76aa96-b29e-4a60-a3e7-bd489f5a79b2___GH_HL Leaf 176.3.JPG,tomato,healthy,0
datasets\Tomato_Healthy\4127b1a7-3442-4847-96cb-7ea68495039e___GH_HL Leaf 259.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\0984b7ed-2a64-40fe-b0fa-ff440b0fc8e4___JR_HL 8600.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\e8c23218-817b-49a4-ab02-95caed932ea6___JR_HL 7751.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\c45e7f1e-c3cf-4615-ae58-2c7c9e69b37b___JR_HL 7970.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\6f13ae9f-a9e0-46e3-8e5a-445c4f16898a___JR_HL 8283.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\cb6eba3e-5837-470a-b6cd-75721d7a5865___NREC_B.Spot 1806.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\c581e384-d3bd-4a55-a03a-761ebe1e4895___RS_Erly.B 7567.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\3181ca61-aaa0-4263-a141-2760d164f84b___GH_HL Leaf 189.1.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\8d4ae220-8a79-4ca0-886c-92e90fc7efb2___RS_Erly.B 7625.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\9b5626b0-ea1d-45d0-bc41-c898f7253a75___GH_HL Leaf 315.2.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\b34482ab-b18b-4d93-b3f6-9143a7e5c9b0___JR_B.Spot 3394.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\17c4557b-7a8f-4ded-b11c-6c5ba3532f37___JR_B.Spot 8824.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\46414704-3483-4a44-b786-6b8ee1814ed7___NREC_B.Spot 9133.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\2bf8e05e-8a65-4cf7-8171-3013044c1e9c___JR_HL 8209.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\d46517ef-7359-469f-9dd3-c8669c6cd889___NREC_B.Spot 1902.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\f06eae04-68c4-482c-b78c-7213afe6e759___JR_HL 8011.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\3df51cfe-b583-40ae-a2d5-d4928a8a763f___RS_HL 9765.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\2adcf097-e515-49f1-9716-c0d06d8b52b4___NREC_B.Spot 1933.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\0c002246-262c-46d7-9995-bd1e1b2737d9___JR_HL 7969.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\1518ab95-b80e-422f-bf88-d3b3a9fb7095___JR_HL 8009.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\5576cac9-71e4-4ec3-96bd-9b5cfa94fef4___GH_HL Leaf 267.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\31186a00-f246-4438-9ae7-f0b36aa9596e___JR_HL 7884.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\126ffc98-0b54-4c66-a827-8bd4b7153259___JR_HL 7833.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\828383ff-b79a-4c9d-9b24-87b8e6c73bfe___JR_HL 5965.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\75306d8b-d8f7-440a-9084-7f1dc02fe794___JR_HL 8552.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\cef9fa90-aca2-4354-b79e-2486409ac685___RS_Erly.B 7563.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\573a1adf-4134-43f4-919c-939c0bb9a8da___JR_HL 7847.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\8e142609-2257-448f-84e0-b20a6e85dcba___NREC_B.Spot 9160.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\42d072db-d17e-4050-882a-6a8d1c1ede05___RS_Erly.B 8430.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\fd674a82-dd98-419b-998c-48e43bfcbf1f___NREC_B.Spot 1900.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\462d2266-b71d-4bd0-b1da-8bf71439f5cd___JR_B.Spot 3192.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\7087d135-b565-492a-9fc3-431fe2f63850___JR_HL 8144.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\10c438df-8ed7-4de7-94df-83298ebcf373___RS_Early.B 7001.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\25430871-a740-4dd8-a836-bf2d52eb233b___RS_Erly.B 6420.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\b441b774-75eb-41ca-b03c-5f9672747a1e___JR_HL 8792.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\1457ca6a-4907-4c97-83f8-a0fa22135a27___RS_HL 0441.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\7cad85ff-b760-4440-b81e-e25fec79afbd___JR_HL 7709.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\d13cfcd6-79ac-48c9-9e88-931982463214___NREC_B.Spot 1895.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\17ed106f-ebaf-4049-a325-efb3040e6303___JR_HL 8307.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\16898ed4-107c-40ba-8e1f-2818e06f8426___JR_HL 8702.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\5d5bbf38-ae12-4229-b6cb-54f0d2583628___JR_HL 8797.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\53339b41-66f9-4fea-8b87-acd5f341a0c3___JR_HL 5946.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\2b19425c-51fd-498a-ad3d-d8875bd29923___JR_HL 8099.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\ca89aafd-ce2f-4eaf-96ab-362bf91311b9___JR_B.Spot 8883.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\d98cdabc-9183-4829-aa46-d40538d25462___RS_Erly.B 7554.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\1b4b5b1f-9390-46c5-908a-d53b93059f5d___JR_HL 8379.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\2503cc16-ff09-4437-9d4b-4316e2c32764___GH_HL Leaf 235.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\5a05e4e9-74d1-40a8-aca2-dc3500ef5fbc___RS_Erly.B 9489.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\5f96c793-8015-458b-b3fe-7e718b673b1b___RS_Erly.B 7813.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\c955b22e-69b7-4062-96ef-431fe8c37690___JR_B.Spot 8993.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\da3ad71b-85ba-4e94-bd12-8eff52776138___RS_Erly.B 9469.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\0137d804-551d-4f78-88b4-d603056dd7e7___JR_HL 7719.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\b928cffb-f480-44a8-9b09-70ef158fdc7c___JR_B.Spot 3155.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\cf20e2a9-f2d3-41de-8950-6fb1c8fc2875___JR_HL 8707.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\b383b96d-13d9-454a-a179-3093e48d8708___RS_Erly.B 7500.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\5a50d734-271b-43f8-991f-b6e6f264b686___RS_Erly.B 6488.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\fa21e46a-f995-469d-9dc9-c6908c9a32c8___JR_HL 8375.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9fc5d7ed-9906-479b-992f-13cf045a2e49___JR_HL 8001.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\f62b2695-c850-47d4-9e42-e35e5596e729___RS_Erly.B 7777.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\598606b2-3e32-4d1d-b86e-042a14cd24d0___GH_HL Leaf 504.2.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\48cc23f2-d264-40f7-9267-7fc97a19aba2___JR_HL 8484.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\7b93db88-7c70-444a-9096-1812426217f7___RS_HL 0167.JPG,tomato,healthy,0
datasets\Potato_Healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,potato,healthy,0
datasets\BellPepper_BacterialSpot\b1739803-02e8-4974-b230-37923c2010cc___NREC_B.Spot 1921.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\094fbf4c-da00-4037-82af-03e712d8db47___RS_Early.B 6908.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\1dad664e-ec73-474e-aaf9-a832ca212e3f___RS_Erly.B 7533.JPG,tomato,earlyblight,1
